id	kind	label	piece_hex	visible_piece
0	special	<unk>		<unk>
1	special	<bos>		<bos>
2	special	<eos>		<eos>
3	special	<pad>		<pad>
4	piece	piece_4	3c307830303e	<0x00>
5	piece	piece_5	3c307830313e	<0x01>
6	piece	piece_6	3c307830323e	<0x02>
7	piece	piece_7	3c307830333e	<0x03>
8	piece	piece_8	3c307830343e	<0x04>
9	piece	piece_9	3c307830353e	<0x05>
10	piece	piece_10	3c307830363e	<0x06>
11	piece	piece_11	3c307830373e	<0x07>
12	piece	piece_12	3c307830383e	<0x08>
13	piece	piece_13	3c307830393e	<0x09>
14	piece	piece_14	3c307830413e	<0x0A>
15	piece	piece_15	3c307830423e	<0x0B>
16	piece	piece_16	3c307830433e	<0x0C>
17	piece	piece_17	3c307830443e	<0x0D>
18	piece	piece_18	3c307830453e	<0x0E>
19	piece	piece_19	3c307830463e	<0x0F>
20	piece	piece_20	3c307831303e	<0x10>
21	piece	piece_21	3c307831313e	<0x11>
22	piece	piece_22	3c307831323e	<0x12>
23	piece	piece_23	3c307831333e	<0x13>
24	piece	piece_24	3c307831343e	<0x14>
25	piece	piece_25	3c307831353e	<0x15>
26	piece	piece_26	3c307831363e	<0x16>
27	piece	piece_27	3c307831373e	<0x17>
28	piece	piece_28	3c307831383e	<0x18>
29	piece	piece_29	3c307831393e	<0x19>
30	piece	piece_30	3c307831413e	<0x1A>
31	piece	piece_31	3c307831423e	<0x1B>
32	piece	piece_32	3c307831433e	<0x1C>
33	piece	piece_33	3c307831443e	<0x1D>
34	piece	piece_34	3c307831453e	<0x1E>
35	piece	piece_35	3c307831463e	<0x1F>
36	piece	piece_36	3c307832303e	<0x20>
37	piece	piece_37	3c307832313e	<0x21>
38	piece	piece_38	3c307832323e	<0x22>
39	piece	piece_39	3c307832333e	<0x23>
40	piece	piece_40	3c307832343e	<0x24>
41	piece	piece_41	3c307832353e	<0x25>
42	piece	piece_42	3c307832363e	<0x26>
43	piece	piece_43	3c307832373e	<0x27>
44	piece	piece_44	3c307832383e	<0x28>
45	piece	piece_45	3c307832393e	<0x29>
46	piece	piece_46	3c307832413e	<0x2A>
47	piece	piece_47	3c307832423e	<0x2B>
48	piece	piece_48	3c307832433e	<0x2C>
49	piece	piece_49	3c307832443e	<0x2D>
50	piece	piece_50	3c307832453e	<0x2E>
51	piece	piece_51	3c307832463e	<0x2F>
52	piece	piece_52	3c307833303e	<0x30>
53	piece	piece_53	3c307833313e	<0x31>
54	piece	piece_54	3c307833323e	<0x32>
55	piece	piece_55	3c307833333e	<0x33>
56	piece	piece_56	3c307833343e	<0x34>
57	piece	piece_57	3c307833353e	<0x35>
58	piece	piece_58	3c307833363e	<0x36>
59	piece	piece_59	3c307833373e	<0x37>
60	piece	piece_60	3c307833383e	<0x38>
61	piece	piece_61	3c307833393e	<0x39>
62	piece	piece_62	3c307833413e	<0x3A>
63	piece	piece_63	3c307833423e	<0x3B>
64	piece	piece_64	3c307833433e	<0x3C>
65	piece	piece_65	3c307833443e	<0x3D>
66	piece	piece_66	3c307833453e	<0x3E>
67	piece	piece_67	3c307833463e	<0x3F>
68	piece	piece_68	3c307834303e	<0x40>
69	piece	piece_69	3c307834313e	<0x41>
70	piece	piece_70	3c307834323e	<0x42>
71	piece	piece_71	3c307834333e	<0x43>
72	piece	piece_72	3c307834343e	<0x44>
73	piece	piece_73	3c307834353e	<0x45>
74	piece	piece_74	3c307834363e	<0x46>
75	piece	piece_75	3c307834373e	<0x47>
76	piece	piece_76	3c307834383e	<0x48>
77	piece	piece_77	3c307834393e	<0x49>
78	piece	piece_78	3c307834413e	<0x4A>
79	piece	piece_79	3c307834423e	<0x4B>
80	piece	piece_80	3c307834433e	<0x4C>
81	piece	piece_81	3c307834443e	<0x4D>
82	piece	piece_82	3c307834453e	<0x4E>
83	piece	piece_83	3c307834463e	<0x4F>
84	piece	piece_84	3c307835303e	<0x50>
85	piece	piece_85	3c307835313e	<0x51>
86	piece	piece_86	3c307835323e	<0x52>
87	piece	piece_87	3c307835333e	<0x53>
88	piece	piece_88	3c307835343e	<0x54>
89	piece	piece_89	3c307835353e	<0x55>
90	piece	piece_90	3c307835363e	<0x56>
91	piece	piece_91	3c307835373e	<0x57>
92	piece	piece_92	3c307835383e	<0x58>
93	piece	piece_93	3c307835393e	<0x59>
94	piece	piece_94	3c307835413e	<0x5A>
95	piece	piece_95	3c307835423e	<0x5B>
96	piece	piece_96	3c307835433e	<0x5C>
97	piece	piece_97	3c307835443e	<0x5D>
98	piece	piece_98	3c307835453e	<0x5E>
99	piece	piece_99	3c307835463e	<0x5F>
100	piece	piece_100	3c307836303e	<0x60>
101	piece	piece_101	3c307836313e	<0x61>
102	piece	piece_102	3c307836323e	<0x62>
103	piece	piece_103	3c307836333e	<0x63>
104	piece	piece_104	3c307836343e	<0x64>
105	piece	piece_105	3c307836353e	<0x65>
106	piece	piece_106	3c307836363e	<0x66>
107	piece	piece_107	3c307836373e	<0x67>
108	piece	piece_108	3c307836383e	<0x68>
109	piece	piece_109	3c307836393e	<0x69>
110	piece	piece_110	3c307836413e	<0x6A>
111	piece	piece_111	3c307836423e	<0x6B>
112	piece	piece_112	3c307836433e	<0x6C>
113	piece	piece_113	3c307836443e	<0x6D>
114	piece	piece_114	3c307836453e	<0x6E>
115	piece	piece_115	3c307836463e	<0x6F>
116	piece	piece_116	3c307837303e	<0x70>
117	piece	piece_117	3c307837313e	<0x71>
118	piece	piece_118	3c307837323e	<0x72>
119	piece	piece_119	3c307837333e	<0x73>
120	piece	piece_120	3c307837343e	<0x74>
121	piece	piece_121	3c307837353e	<0x75>
122	piece	piece_122	3c307837363e	<0x76>
123	piece	piece_123	3c307837373e	<0x77>
124	piece	piece_124	3c307837383e	<0x78>
125	piece	piece_125	3c307837393e	<0x79>
126	piece	piece_126	3c307837413e	<0x7A>
127	piece	piece_127	3c307837423e	<0x7B>
128	piece	piece_128	3c307837433e	<0x7C>
129	piece	piece_129	3c307837443e	<0x7D>
130	piece	piece_130	3c307837453e	<0x7E>
131	piece	piece_131	3c307837463e	<0x7F>
132	piece	piece_132	3c307838303e	<0x80>
133	piece	piece_133	3c307838313e	<0x81>
134	piece	piece_134	3c307838323e	<0x82>
135	piece	piece_135	3c307838333e	<0x83>
136	piece	piece_136	3c307838343e	<0x84>
137	piece	piece_137	3c307838353e	<0x85>
138	piece	piece_138	3c307838363e	<0x86>
139	piece	piece_139	3c307838373e	<0x87>
140	piece	piece_140	3c307838383e	<0x88>
141	piece	piece_141	3c307838393e	<0x89>
142	piece	piece_142	3c307838413e	<0x8A>
143	piece	piece_143	3c307838423e	<0x8B>
144	piece	piece_144	3c307838433e	<0x8C>
145	piece	piece_145	3c307838443e	<0x8D>
146	piece	piece_146	3c307838453e	<0x8E>
147	piece	piece_147	3c307838463e	<0x8F>
148	piece	piece_148	3c307839303e	<0x90>
149	piece	piece_149	3c307839313e	<0x91>
150	piece	piece_150	3c307839323e	<0x92>
151	piece	piece_151	3c307839333e	<0x93>
152	piece	piece_152	3c307839343e	<0x94>
153	piece	piece_153	3c307839353e	<0x95>
154	piece	piece_154	3c307839363e	<0x96>
155	piece	piece_155	3c307839373e	<0x97>
156	piece	piece_156	3c307839383e	<0x98>
157	piece	piece_157	3c307839393e	<0x99>
158	piece	piece_158	3c307839413e	<0x9A>
159	piece	piece_159	3c307839423e	<0x9B>
160	piece	piece_160	3c307839433e	<0x9C>
161	piece	piece_161	3c307839443e	<0x9D>
162	piece	piece_162	3c307839453e	<0x9E>
163	piece	piece_163	3c307839463e	<0x9F>
164	piece	piece_164	3c307841303e	<0xA0>
165	piece	piece_165	3c307841313e	<0xA1>
166	piece	piece_166	3c307841323e	<0xA2>
167	piece	piece_167	3c307841333e	<0xA3>
168	piece	piece_168	3c307841343e	<0xA4>
169	piece	piece_169	3c307841353e	<0xA5>
170	piece	piece_170	3c307841363e	<0xA6>
171	piece	piece_171	3c307841373e	<0xA7>
172	piece	piece_172	3c307841383e	<0xA8>
173	piece	piece_173	3c307841393e	<0xA9>
174	piece	piece_174	3c307841413e	<0xAA>
175	piece	piece_175	3c307841423e	<0xAB>
176	piece	piece_176	3c307841433e	<0xAC>
177	piece	piece_177	3c307841443e	<0xAD>
178	piece	piece_178	3c307841453e	<0xAE>
179	piece	piece_179	3c307841463e	<0xAF>
180	piece	piece_180	3c307842303e	<0xB0>
181	piece	piece_181	3c307842313e	<0xB1>
182	piece	piece_182	3c307842323e	<0xB2>
183	piece	piece_183	3c307842333e	<0xB3>
184	piece	piece_184	3c307842343e	<0xB4>
185	piece	piece_185	3c307842353e	<0xB5>
186	piece	piece_186	3c307842363e	<0xB6>
187	piece	piece_187	3c307842373e	<0xB7>
188	piece	piece_188	3c307842383e	<0xB8>
189	piece	piece_189	3c307842393e	<0xB9>
190	piece	piece_190	3c307842413e	<0xBA>
191	piece	piece_191	3c307842423e	<0xBB>
192	piece	piece_192	3c307842433e	<0xBC>
193	piece	piece_193	3c307842443e	<0xBD>
194	piece	piece_194	3c307842453e	<0xBE>
195	piece	piece_195	3c307842463e	<0xBF>
196	piece	piece_196	3c307843303e	<0xC0>
197	piece	piece_197	3c307843313e	<0xC1>
198	piece	piece_198	3c307843323e	<0xC2>
199	piece	piece_199	3c307843333e	<0xC3>
200	piece	piece_200	3c307843343e	<0xC4>
201	piece	piece_201	3c307843353e	<0xC5>
202	piece	piece_202	3c307843363e	<0xC6>
203	piece	piece_203	3c307843373e	<0xC7>
204	piece	piece_204	3c307843383e	<0xC8>
205	piece	piece_205	3c307843393e	<0xC9>
206	piece	piece_206	3c307843413e	<0xCA>
207	piece	piece_207	3c307843423e	<0xCB>
208	piece	piece_208	3c307843433e	<0xCC>
209	piece	piece_209	3c307843443e	<0xCD>
210	piece	piece_210	3c307843453e	<0xCE>
211	piece	piece_211	3c307843463e	<0xCF>
212	piece	piece_212	3c307844303e	<0xD0>
213	piece	piece_213	3c307844313e	<0xD1>
214	piece	piece_214	3c307844323e	<0xD2>
215	piece	piece_215	3c307844333e	<0xD3>
216	piece	piece_216	3c307844343e	<0xD4>
217	piece	piece_217	3c307844353e	<0xD5>
218	piece	piece_218	3c307844363e	<0xD6>
219	piece	piece_219	3c307844373e	<0xD7>
220	piece	piece_220	3c307844383e	<0xD8>
221	piece	piece_221	3c307844393e	<0xD9>
222	piece	piece_222	3c307844413e	<0xDA>
223	piece	piece_223	3c307844423e	<0xDB>
224	piece	piece_224	3c307844433e	<0xDC>
225	piece	piece_225	3c307844443e	<0xDD>
226	piece	piece_226	3c307844453e	<0xDE>
227	piece	piece_227	3c307844463e	<0xDF>
228	piece	piece_228	3c307845303e	<0xE0>
229	piece	piece_229	3c307845313e	<0xE1>
230	piece	piece_230	3c307845323e	<0xE2>
231	piece	piece_231	3c307845333e	<0xE3>
232	piece	piece_232	3c307845343e	<0xE4>
233	piece	piece_233	3c307845353e	<0xE5>
234	piece	piece_234	3c307845363e	<0xE6>
235	piece	piece_235	3c307845373e	<0xE7>
236	piece	piece_236	3c307845383e	<0xE8>
237	piece	piece_237	3c307845393e	<0xE9>
238	piece	piece_238	3c307845413e	<0xEA>
239	piece	piece_239	3c307845423e	<0xEB>
240	piece	piece_240	3c307845433e	<0xEC>
241	piece	piece_241	3c307845443e	<0xED>
242	piece	piece_242	3c307845453e	<0xEE>
243	piece	piece_243	3c307845463e	<0xEF>
244	piece	piece_244	3c307846303e	<0xF0>
245	piece	piece_245	3c307846313e	<0xF1>
246	piece	piece_246	3c307846323e	<0xF2>
247	piece	piece_247	3c307846333e	<0xF3>
248	piece	piece_248	3c307846343e	<0xF4>
249	piece	piece_249	3c307846353e	<0xF5>
250	piece	piece_250	3c307846363e	<0xF6>
251	piece	piece_251	3c307846373e	<0xF7>
252	piece	piece_252	3c307846383e	<0xF8>
253	piece	piece_253	3c307846393e	<0xF9>
254	piece	piece_254	3c307846413e	<0xFA>
255	piece	piece_255	3c307846423e	<0xFB>
256	piece	piece_256	3c307846433e	<0xFC>
257	piece	piece_257	3c307846443e	<0xFD>
258	piece	piece_258	3c307846453e	<0xFE>
259	piece	piece_259	3c307846463e	<0xFF>
260	piece	piece_260	e2968174	[ws]t
261	piece	piece_261	e2968161	[ws]a
262	piece	piece_262	6865	he
263	piece	piece_263	696e	in
264	piece	piece_264	7265	re
265	piece	piece_265	e29681746865	[ws]the
266	piece	piece_266	e296816f	[ws]o
267	piece	piece_267	6572	er
268	piece	piece_268	e2968173	[ws]s
269	piece	piece_269	6f6e	on
270	piece	piece_270	6174	at
271	piece	piece_271	656e	en
272	piece	piece_272	e2968163	[ws]c
273	piece	piece_273	6573	es
274	piece	piece_274	e2968177	[ws]w
275	piece	piece_275	6e64	nd
276	piece	piece_276	6973	is
277	piece	piece_277	6974	it
278	piece	piece_278	6f72	or
279	piece	piece_279	616c	al
280	piece	piece_280	e296816f66	[ws]of
281	piece	piece_281	e2968170	[ws]p
282	piece	piece_282	616e	an
283	piece	piece_283	e2968162	[ws]b
284	piece	piece_284	e2968166	[ws]f
285	piece	piece_285	6564	ed
286	piece	piece_286	6172	ar
287	piece	piece_287	e29681696e	[ws]in
288	piece	piece_288	696e67	ing
289	piece	piece_289	e29681616e64	[ws]and
290	piece	piece_290	e296816d	[ws]m
291	piece	piece_291	6f75	ou
292	piece	piece_292	6963	ic
293	piece	piece_293	e2968164	[ws]d
294	piece	piece_294	e29681746f	[ws]to
295	piece	piece_295	696f6e	ion
296	piece	piece_296	6173	as
297	piece	piece_297	726f	ro
298	piece	piece_298	6c65	le
299	piece	piece_299	e2968168	[ws]h
300	piece	piece_300	656e74	ent
301	piece	piece_301	e296817468	[ws]th
302	piece	piece_302	e2968154	[ws]T
303	piece	piece_303	696c	il
304	piece	piece_304	e2968165	[ws]e
305	piece	piece_305	6374	ct
306	piece	piece_306	e296816c	[ws]l
307	piece	piece_307	e296817265	[ws]re
308	piece	piece_308	6f6d	om
309	piece	piece_309	7374	st
310	piece	piece_310	7665	ve
311	piece	piece_311	e296816e	[ws]n
312	piece	piece_312	e296816973	[ws]is
313	piece	piece_313	6c79	ly
314	piece	piece_314	e296816265	[ws]be
315	piece	piece_315	e2968141	[ws]A
316	piece	piece_316	6f6c	ol
317	piece	piece_317	7365	se
318	piece	piece_318	7572	ur
319	piece	piece_319	e2968167	[ws]g
320	piece	piece_320	e2968153	[ws]S
321	piece	piece_321	696d	im
322	piece	piece_322	6964	id
323	piece	piece_323	6174696f6e	ation
324	piece	piece_324	6365	ce
325	piece	piece_325	7261	ra
326	piece	piece_326	6574	et
327	piece	piece_327	6967	ig
328	piece	piece_328	7574	ut
329	piece	piece_329	6f77	ow
330	piece	piece_330	6f74	ot
331	piece	piece_331	e29681546865	[ws]The
332	piece	piece_332	6368	ch
333	piece	piece_333	e2968143	[ws]C
334	piece	piece_334	e2968149	[ws]I
335	piece	piece_335	e296816f6e	[ws]on
336	piece	piece_336	6972	ir
337	piece	piece_337	e2968175	[ws]u
338	piece	piece_338	e29681666f72	[ws]for
339	piece	piece_339	766572	ver
340	piece	piece_340	e296817374	[ws]st
341	piece	piece_341	e2968174686174	[ws]that
342	piece	piece_342	616d	am
343	piece	piece_343	756c	ul
344	piece	piece_344	656c	el
345	piece	piece_345	6179	ay
346	piece	piece_346	6164	ad
347	piece	piece_347	e29681617265	[ws]are
348	piece	piece_348	e296816173	[ws]as
349	piece	piece_349	697468	ith
350	piece	piece_350	e296814d	[ws]M
351	piece	piece_351	686572	her
352	piece	piece_352	e29681616e	[ws]an
353	piece	piece_353	e29681636f6e	[ws]con
354	piece	piece_354	e2968177697468	[ws]with
355	piece	piece_355	e2968131	[ws]1
356	piece	piece_356	e2968150	[ws]P
357	piece	piece_357	e296817768	[ws]wh
358	piece	piece_358	e296816974	[ws]it
359	piece	piece_359	e2968179	[ws]y
360	piece	piece_360	746572	ter
361	piece	piece_361	6966	if
362	piece	piece_362	e2968170726f	[ws]pro
363	piece	piece_363	7468	th
364	piece	piece_364	e2968142	[ws]B
365	piece	piece_365	6f64	od
366	piece	piece_366	e29681616c	[ws]al
367	piece	piece_367	e296816f72	[ws]or
368	piece	piece_368	6765	ge
369	piece	piece_369	697374	ist
370	piece	piece_370	e2968157	[ws]W
371	piece	piece_371	e2968128	[ws](
372	piece	piece_372	756d	um
373	piece	piece_373	6f70	op
374	piece	piece_374	e2968148	[ws]H
375	piece	piece_375	e296812d	[ws]-
376	piece	piece_376	696573	ies
377	piece	piece_377	7573	us
378	piece	piece_378	657273	ers
379	piece	piece_379	e296816465	[ws]de
380	piece	piece_380	726f6d	rom
381	piece	piece_381	e296816865	[ws]he
382	piece	piece_382	696c6c	ill
383	piece	piece_383	6f7265	ore
384	piece	piece_384	6162	ab
385	piece	piece_385	e296817765	[ws]we
386	piece	piece_386	e296816578	[ws]ex
387	piece	piece_387	617465	ate
388	piece	piece_388	757265	ure
389	piece	piece_389	e2968144	[ws]D
390	piece	piece_390	e2968145	[ws]E
391	piece	piece_391	616e64	and
392	piece	piece_392	6163	ac
393	piece	piece_393	656374	ect
394	piece	piece_394	697479	ity
395	piece	piece_395	6f73	os
396	piece	piece_396	e29681776173	[ws]was
397	piece	piece_397	e29681636f6d	[ws]com
398	piece	piece_398	656d	em
399	piece	piece_399	657373	ess
400	piece	piece_400	e296816279	[ws]by
401	piece	piece_401	e2968176	[ws]v
402	piece	piece_402	657374	est
403	piece	piece_403	e2968146	[ws]F
404	piece	piece_404	e2968166726f6d	[ws]from
405	piece	piece_405	696768	igh
406	piece	piece_406	616e74	ant
407	piece	piece_407	6d656e74	ment
408	piece	piece_408	61696e	ain
409	piece	piece_409	e296816174	[ws]at
410	piece	piece_410	e2968152	[ws]R
411	piece	piece_411	697665	ive
412	piece	piece_412	6e74	nt
413	piece	piece_413	6f7572	our
414	piece	piece_414	6b65	ke
415	piece	piece_415	6c64	ld
416	piece	piece_416	e296814e	[ws]N
417	piece	piece_417	6976	iv
418	piece	piece_418	7175	qu
419	piece	piece_419	e296816861	[ws]ha
420	piece	piece_420	e2968172	[ws]r
421	piece	piece_421	e296814c	[ws]L
422	piece	piece_422	7564	ud
423	piece	piece_423	e2968147	[ws]G
424	piece	piece_424	756e	un
425	piece	piece_425	e296817365	[ws]se
426	piece	piece_426	e296816368	[ws]ch
427	piece	piece_427	e2968163616e	[ws]can
428	piece	piece_428	6f63	oc
429	piece	piece_429	7065	pe
430	piece	piece_430	e2968122	[ws]"
431	piece	piece_431	e2968132	[ws]2
432	piece	piece_432	726573	res
433	piece	piece_433	69616c	ial
434	piece	piece_434	e296816e65	[ws]ne
435	piece	piece_435	6963616c	ical
436	piece	piece_436	6f7274	ort
437	piece	piece_437	e296817375	[ws]su
438	piece	piece_438	617274	art
439	piece	piece_439	6f67	og
440	piece	piece_440	e296816c65	[ws]le
441	piece	piece_441	e29681656e	[ws]en
442	piece	piece_442	7269	ri
443	piece	piece_443	e2968168617665	[ws]have
444	piece	piece_444	616c6c	all
445	piece	piece_445	726f75	rou
446	piece	piece_446	e296814f	[ws]O
447	piece	piece_447	69676874	ight
448	piece	piece_448	726564	red
449	piece	piece_449	e296817368	[ws]sh
450	piece	piece_450	7070	pp
451	piece	piece_451	696368	ich
452	piece	piece_452	e296816e6f74	[ws]not
453	piece	piece_453	e29681776f72	[ws]wor
454	piece	piece_454	e29681496e	[ws]In
455	piece	piece_455	e2968174686973	[ws]this
456	piece	piece_456	6f7374	ost
457	piece	piece_457	6768	gh
458	piece	piece_458	61746564	ated
459	piece	piece_459	e296816162	[ws]ab
460	piece	piece_460	3030	00
461	piece	piece_461	7074	pt
462	piece	piece_462	617374	ast
463	piece	piece_463	6475	du
464	piece	piece_464	6167	ag
465	piece	piece_465	6f7574	out
466	piece	piece_466	e29681706c	[ws]pl
467	piece	piece_467	656c6c	ell
468	piece	piece_468	706572	per
469	piece	piece_469	696e65	ine
470	piece	piece_470	e296817573	[ws]us
471	piece	piece_471	6f6d65	ome
472	piece	piece_472	e296814a	[ws]J
473	piece	piece_473	616374	act
474	piece	piece_474	e2968155	[ws]U
475	piece	piece_475	e29681696d	[ws]im
476	piece	piece_476	e296815468	[ws]Th
477	piece	piece_477	696f6e73	ions
478	piece	piece_478	74686572	ther
479	piece	piece_479	6f7573	ous
480	piece	piece_480	616e73	ans
481	piece	piece_481	616b	ak
482	piece	piece_482	617264	ard
483	piece	piece_483	6961	ia
484	piece	piece_484	e296817468656972	[ws]their
485	piece	piece_485	e296816b	[ws]k
486	piece	piece_486	656172	ear
487	piece	piece_487	e29681796f75	[ws]you
488	piece	piece_488	e29681696e74	[ws]int
489	piece	piece_489	e296817768696368	[ws]which
490	piece	piece_490	616765	age
491	piece	piece_491	696465	ide
492	piece	piece_492	6666	ff
493	piece	piece_493	706c	pl
494	piece	piece_494	61746572	ater
495	piece	piece_495	6f6e67	ong
496	piece	piece_496	e29681776865	[ws]whe
497	piece	piece_497	757374	ust
498	piece	piece_498	e29681686173	[ws]has
499	piece	piece_499	6f6f64	ood
500	piece	piece_500	6f756c64	ould
501	piece	piece_501	e29681696e63	[ws]inc
502	piece	piece_502	e29681646973	[ws]dis
503	piece	piece_503	6962	ib
504	piece	piece_504	756c74	ult
505	piece	piece_505	e2968174686579	[ws]they
506	piece	piece_506	e29681636f6e74	[ws]cont
507	piece	piece_507	697a	iz
508	piece	piece_508	6363	cc
509	piece	piece_509	e296816d6f7265	[ws]more
510	piece	piece_510	736f	so
511	piece	piece_511	6170	ap
512	piece	piece_512	6577	ew
513	piece	piece_513	e29681616c6c	[ws]all
514	piece	piece_514	7275	ru
515	piece	piece_515	76656c	vel
516	piece	piece_516	617279	ary
517	piece	piece_517	e29681636f6d70	[ws]comp
518	piece	piece_518	e2968177657265	[ws]were
519	piece	piece_519	e29681726573	[ws]res
520	piece	piece_520	e296816164	[ws]ad
521	piece	piece_521	6b73	ks
522	piece	piece_522	6970	ip
523	piece	piece_523	e296817370	[ws]sp
524	piece	piece_524	6174696f6e73	ations
525	piece	piece_525	656e64	end
526	piece	piece_526	657265	ere
527	piece	piece_527	6f726d	orm
528	piece	piece_528	e296816d616e	[ws]man
529	piece	piece_529	616c6c79	ally
530	piece	piece_530	e29681636c	[ws]cl
531	piece	piece_531	e29681616c736f	[ws]also
532	piece	piece_532	7279	ry
533	piece	piece_533	e2968177696c6c	[ws]will
534	piece	piece_534	e29681627574	[ws]but
535	piece	piece_535	6176	av
536	piece	piece_536	696c64	ild
537	piece	piece_537	e296816f74686572	[ws]other
538	piece	piece_538	e29681706572	[ws]per
539	piece	piece_539	e296814974	[ws]It
540	piece	piece_540	61626c65	able
541	piece	piece_541	e296816f6e65	[ws]one
542	piece	piece_542	696e64	ind
543	piece	piece_543	656e6365	ence
544	piece	piece_544	e296813139	[ws]19
545	piece	piece_545	656e7473	ents
546	piece	piece_546	697368	ish
547	piece	piece_547	e296816172	[ws]ar
548	piece	piece_548	72656174	reat
549	piece	piece_549	616e6365	ance
550	piece	piece_550	616365	ace
551	piece	piece_551	6f7279	ory
552	piece	piece_552	617373	ass
553	piece	piece_553	e296815374	[ws]St
554	piece	piece_554	6f7264	ord
555	piece	piece_555	6f756e64	ound
556	piece	piece_556	6175	au
557	piece	piece_557	6f756e74	ount
558	piece	piece_558	e296814b	[ws]K
559	piece	piece_559	6f7365	ose
560	piece	piece_560	616d65	ame
561	piece	piece_561	6570	ep
562	piece	piece_562	e296816d65	[ws]me
563	piece	piece_563	69676e	ign
564	piece	piece_564	626572	ber
565	piece	piece_565	e2968154686973	[ws]This
566	piece	piece_566	616368	ach
567	piece	piece_567	617365	ase
568	piece	piece_568	617265	are
569	piece	piece_569	e296817465	[ws]te
570	piece	piece_570	e296816a	[ws]j
571	piece	piece_571	e29681696d70	[ws]imp
572	piece	piece_572	e29681646f	[ws]do
573	piece	piece_573	726963	ric
574	piece	piece_574	e29681756e	[ws]un
575	piece	piece_575	e2968179656172	[ws]year
576	piece	piece_576	6f6b	ok
577	piece	piece_577	6974696f6e	ition
578	piece	piece_578	616e67	ang
579	piece	piece_579	61636b	ack
580	piece	piece_580	656e73	ens
581	piece	piece_581	e2968174696d	[ws]tim
582	piece	piece_582	e2968161626f7574	[ws]about
583	piece	piece_583	6369	ci
584	piece	piece_584	697465	ite
585	piece	piece_585	6d6572	mer
586	piece	piece_586	76657279	very
587	piece	piece_587	e2968170617274	[ws]part
588	piece	piece_588	e29681736f	[ws]so
589	piece	piece_589	e296817065	[ws]pe
590	piece	piece_590	e296814368	[ws]Ch
591	piece	piece_591	72657373	ress
592	piece	piece_592	6374696f6e	ction
593	piece	piece_593	6f776e	own
594	piece	piece_594	e296816f7574	[ws]out
595	piece	piece_595	6f6e65	one
596	piece	piece_596	e29681686973	[ws]his
597	piece	piece_597	6f6c6f67	olog
598	piece	piece_598	7565	ue
599	piece	piece_599	e296816576	[ws]ev
600	piece	piece_600	616b65	ake
601	piece	piece_601	e296817379	[ws]sy
602	piece	piece_602	6f7273	ors
603	piece	piece_603	e29681697473	[ws]its
604	piece	piece_604	696b65	ike
605	piece	piece_605	636573	ces
606	piece	piece_606	6c6f77	low
607	piece	piece_607	697265	ire
608	piece	piece_608	7562	ub
609	piece	piece_609	e2968177686f	[ws]who
610	piece	piece_610	69616e	ian
611	piece	piece_611	6965	ie
612	piece	piece_612	e2968156	[ws]V
613	piece	piece_613	726565	ree
614	piece	piece_614	e29681626563	[ws]bec
615	piece	piece_615	706563	pec
616	piece	piece_616	e296817468616e	[ws]than
617	piece	piece_617	e29681796f7572	[ws]your
618	piece	piece_618	7068	ph
619	piece	piece_619	69766572	iver
620	piece	piece_620	e29681696e66	[ws]inf
621	piece	piece_621	e29681726f	[ws]ro
622	piece	piece_622	696c65	ile
623	piece	piece_623	696365	ice
624	piece	piece_624	e296817570	[ws]up
625	piece	piece_625	e29681636f6c	[ws]col
626	piece	piece_626	e2968173747564	[ws]stud
627	piece	piece_627	e296816265656e	[ws]been
628	piece	piece_628	6f706c65	ople
629	piece	piece_629	e296817261	[ws]ra
630	piece	piece_630	e29681696e746f	[ws]into
631	piece	piece_631	696e6773	ings
632	piece	piece_632	617973	ays
633	piece	piece_633	e29681747261	[ws]tra
634	piece	piece_634	e29681626c	[ws]bl
635	piece	piece_635	61746573	ates
636	piece	piece_636	e296813230	[ws]20
637	piece	piece_637	e29681707265	[ws]pre
638	piece	piece_638	726f756768	rough
639	piece	piece_639	e296817468656d	[ws]them
640	piece	piece_640	e296817361	[ws]sa
641	piece	piece_641	e29681636f6d6d	[ws]comm
642	piece	piece_642	e2968133	[ws]3
643	piece	piece_643	e296816f766572	[ws]over
644	piece	piece_644	e296816b6e	[ws]kn
645	piece	piece_645	696666	iff
646	piece	piece_646	e296817768656e	[ws]when
647	piece	piece_647	e29681726563	[ws]rec
648	piece	piece_648	726f77	row
649	piece	piece_649	6f7665	ove
650	piece	piece_650	e296816d6f7374	[ws]most
651	piece	piece_651	e29681736f6d65	[ws]some
652	piece	piece_652	6f756768	ough
653	piece	piece_653	e296817175	[ws]qu
654	piece	piece_654	6e646572	nder
655	piece	piece_655	6c7564	lud
656	piece	piece_656	e2968170656f706c65	[ws]people
657	piece	piece_657	6f6e64	ond
658	piece	piece_658	69727374	irst
659	piece	piece_659	292e	).
660	piece	piece_660	7465	te
661	piece	piece_661	6c6573	les
662	piece	piece_662	657276	erv
663	piece	piece_663	7465726e	tern
664	piece	piece_664	e296817468657265	[ws]there
665	piece	piece_665	72656e	ren
666	piece	piece_666	e2968174696d65	[ws]time
667	piece	piece_667	7765	we
668	piece	piece_668	726974	rit
669	piece	piece_669	e296817468657365	[ws]these
670	piece	piece_670	61696c	ail
671	piece	piece_671	e296816d6179	[ws]may
672	piece	piece_672	6f6e73	ons
673	piece	piece_673	e296816167	[ws]ag
